Restaurant Name,Category Name,Latitude,Longitude,Distance,Rating,Number of Reviews,Price Point,Bike Station Lat,Bike Station Lon
Koi Japan Sushi,sushi,43.65594778,-79.40238867,288.3709078,5,7,no data,43.6571,-79.4056
DaiLo,chinese,43.65574,-79.4098,371.6928802,4,323,$$$,43.6571,-79.4056
Deepizz Pizzeria,pizza,43.65714629,-79.40541779,15.53545647,4,33,no data,43.6571,-79.4056
Otto's Berlin Döner,german,43.6563397,-79.4029066,232.5878632,4,275,$$,43.6571,-79.4056
The Cups,cafes,43.65782105,-79.40234803,273.6219333,5,1,no data,43.6571,-79.4056
Hawker,vegan,43.65632,-79.4024,263.9316236,5,38,no data,43.6571,-79.4056
Grey Gardens,wine_bars,43.6537999,-79.40143,494.180355,4.5,129,$$$,43.6571,-79.4056
LoPan,cocktailbars,43.65574,-79.4098,371.6928802,4,26,$$$,43.6571,-79.4056
Quetzal,mexican,43.6565243,-79.40698811,128.7177038,4,82,no data,43.6571,-79.4056
Sampo Japanese Bar and Restaurant,japanese,43.65728439,-79.4046875,76.21802175,5,1,no data,43.6571,-79.4056
Saigon Lotus,vietnamese,43.65449,-79.39928,590.7593852,4.5,219,$$,43.6571,-79.4056
Happy Burger,hotdog,43.657047,-79.4067668,94.05122516,4.5,38,no data,43.6571,-79.4056
Junjun Restaurant,sushi,43.65733,-79.4049,59.52551626,4,1,$$,43.6571,-79.4056
Onnki Donburi,japanese,43.6564,-79.40651,109.4938509,4,8,no data,43.6571,-79.4056
The Dog and Tiger Kitchen and Bar,cocktailbars,43.65549,-79.41142,507.666307,4.5,8,$$,43.6571,-79.4056
By Aanch,indpak,43.654818,-79.415013,797.6655647,5,1,no data,43.6571,-79.4056
Juicy Dumpling,dimsum,43.65252,-79.39854,771.1135966,4,626,$,43.6571,-79.4056
Sneaky Dee's,tex-mex,43.6562399,-79.4074,175.8786465,3.5,473,$$,43.6571,-79.4056
FreePlay Toronto,arcades,43.6578252,-79.40165777,327.2329723,4.5,13,no data,43.6571,-79.4056
La Carnita,mexican,43.65601201,-79.40968394,350.1125662,3.5,547,$$,43.6571,-79.4056
Rasta Pasta,caribbean,43.65423286,-79.40044204,523.2866911,4,373,$,43.6571,-79.4056
Sheherzade Persian Grill And Dizi,persian,43.65689,-79.40698,117.9132754,4,100,$$,43.6571,-79.4056
Ugly Delicious,burgers,43.6544451,-79.4017501,427.8756225,4.5,8,no data,43.6571,-79.4056
Istanbul Shawarma,mediterranean,43.65686,-79.40719,126.1416166,3.5,35,$,43.6571,-79.4056
Ko'ox Hana,mexican,43.65473,-79.40231,374.7813075,5,12,$$,43.6571,-79.4056
Belgian Sweet Corner - Lekker,desserts,43.65469,-79.40175,396.6919066,4.5,102,$$,43.6571,-79.4056
Hogtown Vegan,vegan,43.65709023,-79.40536234,19.14995155,4,91,$$,43.6571,-79.4056
Sleepy Pete's,breakfast_brunch,43.65438628,-79.40045647,512.1327361,5,1,no data,43.6571,-79.4056
Mean Bao,chinese,43.65715356,-79.40499878,48.73215669,4,3,no data,43.6571,-79.4056
Film Cafe by Eative,breakfast_brunch,43.65506,-79.40246,339.3072382,3.5,160,$$,43.6571,-79.4056
Chicken N' Dough Express,chicken_wings,43.65417,-79.40712,344.2729718,4.5,3,no data,43.6571,-79.4056
Yuugi Izakaya,japanese,43.65574,-79.39382,331.8161089,4.5,83,no data,43.652823,-79.393388
Mira,peruvian,43.64417,-79.39639,1001.396706,4.5,272,$$,43.652823,-79.393388
Holy Cow Japanese Steakhouse,steak,43.64993,-79.39145,345.3870376,4.5,158,$$$,43.652823,-79.393388
Pai Northern Thai Kitchen,thai,43.64784,-79.38872,668.5782842,4.5,3475,$$,43.652823,-79.393388
Aloette,french,43.64855831,-79.395963,517.4917146,4.5,304,$$$,43.652823,-79.393388
Mogouyan Hand-Pulled Noodles,noodles,43.65573,-79.38449,785.1905822,4.5,66,$$,43.652823,-79.393388
Dzo Viet Eatery,vietnamese,43.65445,-79.39178,221.0713877,4,150,$$,43.652823,-79.393388
Rikki Tikki,indpak,43.6540813,-79.4014858,666.3440091,5,25,no data,43.652823,-79.393388
Manpuku Japanese Eatery,japanese,43.65406,-79.39101,222.4294889,4,517,$,43.652823,-79.393388
Soya Mandarin Kitchen,chinese,43.65588,-79.39329,337.152276,4,38,no data,43.652823,-79.393388
Magical Taste of China,chinese,43.65329794,-79.39690565,287.8911015,4,71,$$,43.652823,-79.393388
Hong Kong Bistro Cafe,chinese,43.65348,-79.39686,287.8357262,4,119,$,43.652823,-79.393388
Byblos,mediterranean,43.647546,-79.388123,723.7035249,4.5,905,$$$$,43.652823,-79.393388
Juicy Dumpling,dimsum,43.65252,-79.39854,418.2943464,4,626,$,43.652823,-79.393388
Yeah Yeah Thai,thai,43.655288,-79.399358,553.530839,4.5,23,no data,43.652823,-79.393388
Seven Lives Tacos y Mariscos,mexican,43.6544903,-79.4008299,625.9840545,4.5,1481,$,43.652823,-79.393388
Omai Restaurant,japanese,43.6561,-79.39234,366.9841986,4,126,$$,43.652823,-79.393388
Kung Fu Beef Chinese BBQ 真牛中式烤肉,bbq,43.65356,-79.39659,266.4067307,4.5,13,no data,43.652823,-79.393388
Ikkousha Ramen,ramen,43.65024,-79.38873,471.3064075,4.5,308,$$,43.652823,-79.393388
Yummy Yummy Dumplings,chinese,43.6537999,-79.39598,238.4897504,4,309,$$,43.652823,-79.393388
Alo Restaurant,bars,43.64851,-79.39584,517.9940073,4.5,345,$$$$,43.652823,-79.393388
Good Brothers BBQ,chinese,43.65349,-79.39694,294.9618829,4.5,7,no data,43.652823,-79.393388
Hana Don,japanese,43.65572,-79.38454,779.2235901,4.5,16,no data,43.652823,-79.393388
Raku,japanese,43.64831,-79.39944,701.9696243,4,296,$$,43.652823,-79.393388
Khao San Road,thai,43.64641203,-79.39361985,713.1108197,4,1703,$$,43.652823,-79.393388
Dear Saigon,vietnamese,43.65873314,-79.39439,662.1019523,4,18,no data,43.652823,-79.393388
Marvelous by Fred,desserts,43.65038,-79.38995,383.3397049,4.5,64,$,43.652823,-79.393388
Saigon Lotus,vietnamese,43.65449,-79.39928,504.9795449,4.5,219,$$,43.652823,-79.393388
Swatow Restaurant,chinese,43.65386121,-79.39808114,394.8303564,4,455,$$,43.652823,-79.393388
Zao Bar And Grill,chinese,43.65318,-79.39524,150.4833208,4,2,no data,43.652823,-79.393388
The Haam,japanese,43.64743,-79.39308,604.8003711,4,324,$$,43.652823,-79.393388
Gyubee Japanese Grill - Dundas,japanese,43.6551427,-79.3857634,663.00693,4.5,210,$$$,43.652823,-79.393388
Chat Bar Downtown,chinese,43.65380193,-79.3980657,391.7597994,4,8,no data,43.652823,-79.393388
Miss Likklemore's,caribbean,43.64511981,-79.39534955,870.9730548,4.5,17,no data,43.652823,-79.393388
Town Crier Pub,pubs,43.648038,-79.39009254,594.4709255,4,244,$$,43.652823,-79.393388
Mother Tongue,cocktailbars,43.64739,-79.39327,606.8996709,4,70,no data,43.652823,-79.393388
Shelby's Shawarma,mideastern,43.64861015,-79.3978714,591.2354684,5,1,no data,43.652823,-79.393388
Bar Chica,tapas,43.64387989,-79.39968414,1116.025282,4.5,28,no data,43.652823,-79.393388
Gusto 101,italian,43.64500213,-79.40030934,1032.661936,4,1151,$$,43.652823,-79.393388
Banh Mi Boys,vietnamese,43.64884,-79.39695,533.2951668,4.5,1244,$,43.652823,-79.393388
Minami Toronto,japanese,43.64670918,-79.38848293,786.0733785,4,103,no data,43.652823,-79.393388
Grey Gardens,wine_bars,43.6537999,-79.40143,659.8563305,4.5,129,$$$,43.652823,-79.393388
Helena's Magic Kitchen,tradamerican,43.65355,-79.39014,271.0017337,4.5,32,$,43.652823,-79.393388
Smoque N' Bones,bbq,43.65611292,-79.39374324,366.9367316,4,5,no data,43.652823,-79.393388
Rasta Pasta,caribbean,43.65423286,-79.40044204,588.7694668,4,373,$,43.652823,-79.393388
Hongkong Island Bakery & Cafe,desserts,43.65159062,-79.39785979,384.9885521,4,23,no data,43.652823,-79.393388
Muni Robata,japanese,43.65129,-79.38926,364.5140037,4,42,no data,43.652823,-79.393388
Grandma Loves You,hotdog,43.65030223,-79.3839517,809.2888856,4.5,11,no data,43.652823,-79.393388
Homemade Ramen,chinese,43.65241,-79.39739,324.5342927,4,277,$$,43.652823,-79.393388
Long Time No See,bbq,43.65318,-79.39524,150.4808457,3,21,$$,43.652823,-79.393388
Lao Lao Bar,laotian,43.665799,-79.385537,148.7448174,4.5,45,no data,43.665527,-79.387499
The Bar Jokbal Night Market,korean,43.667725,-79.385608,290.0320057,4.5,4,no data,43.665527,-79.387499
Koyoi Restaurant & Bar,japanese,43.66667863,-79.38546762,207.5959608,4,135,$$,43.665527,-79.387499
Horangee Sikdang,korean,43.660605,-79.382602,674.318756,4.5,42,no data,43.665527,-79.387499
Okonomi House Restaurant,japanese,43.66831107,-79.38713375,310.9649334,4,316,$,43.665527,-79.387499
Mabu Generation,taiwanese,43.66509562,-79.38482992,219.9848667,4,54,$$,43.665527,-79.387499
Mogouyan Hand-Pulled Noodles,noodles,43.66943,-79.38671,444.000609,4,89,$$,43.665527,-79.387499
Trattoria Nervosa,italian,43.67101,-79.39104,677.1352252,4,405,$$,43.665527,-79.387499
Clay Restaurant,newcanadian,43.66798,-79.39347,536.9043426,4,22,no data,43.665527,-79.387499
Super Chicken,burgers,43.66627966,-79.38530067,195.6303989,5,1,no data,43.665527,-79.387499
Katsuya,japanese,43.65995,-79.37882,933.6057093,4.5,497,$$,43.665527,-79.387499
Sang-Ji Fried Bao,dumplings,43.6686,-79.385637,367.9057945,4.5,10,no data,43.665527,-79.387499
More Natas Please,desserts,43.66950221,-79.38661024,447.7661695,4,9,no data,43.665527,-79.387499
Egg Club Wellesley,breakfast_brunch,43.6642,-79.38389,318.0654213,4.5,39,$,43.665527,-79.387499
Eataly Toronto,italian,43.66961542,-79.38879486,466.4064367,3.5,293,$$,43.665527,-79.387499
Miss Fu In Chengdu,chinese,43.66748,-79.38535,274.4482607,4,8,no data,43.665527,-79.387499
156 Cumberland,korean,43.67004,-79.3933,677.9940328,4.5,23,no data,43.665527,-79.387499
Sunny Taiwanese Breakfast,breakfast_brunch,43.663856,-79.386461,205.1985351,4,1,no data,43.665527,-79.387499
Som Tum Jinda,thai,43.66019851,-79.3782113,953.5297308,5,8,no data,43.665527,-79.387499
Tokyo Sushi,sushi,43.66559882,-79.38698404,42.18434763,4,136,$$,43.665527,-79.387499
Cafe Landwer - Yonge & Bloor,breakfast_brunch,43.67028,-79.38553,555.3825783,4,74,$$,43.665527,-79.387499
A BBQ House,bbq,43.66709,-79.385695,227.0501878,5,1,no data,43.665527,-79.387499
Tokyo Kitchen,japanese,43.66909401,-79.38511244,440.6432916,4,168,$$,43.665527,-79.387499
PLANTA Yorkville,vegetarian,43.67028,-79.38945,544.2784832,4,507,$$,43.665527,-79.387499
Dakgogi,korean,43.66502939,-79.3832693,344.6933151,3,37,$$,43.665527,-79.387499
The Oxley,pubs,43.67059,-79.39304,718.9474264,4,182,$$,43.665527,-79.387499
KINKA IZAKAYA ORIGINAL,japanese,43.66042407,-79.37890046,894.6311841,4,1814,$$,43.665527,-79.387499
Public School,cafes,43.6708779,-79.3845954,639.1861522,4,8,no data,43.665527,-79.387499
Yuzuki,japanese,43.6713124,-79.3838651,691.9990999,4.5,43,no data,43.665527,-79.387499
Pocha 1989,korean,43.66531,-79.38099,524.3688377,3.5,21,no data,43.665527,-79.387499
The MoMo House,himalayan,43.6703275,-79.3901571,575.0153568,4,27,no data,43.665527,-79.387499
Sanuki Udon,japanese,43.66162,-79.38153,637.2540011,4,26,no data,43.665527,-79.387499
Gurume Sushi,sushi,43.66139146,-79.38099527,696.5296919,5,53,no data,43.665527,-79.387499
BOKU,ramen,43.6640394,-79.3844623,290.6896334,3.5,31,no data,43.665527,-79.387499
Kintaro Izakaya,japanese,43.66417,-79.38006,613.2260228,4,246,$$,43.665527,-79.387499
Hair of the Dog,pubs,43.66294682,-79.37959287,697.6751958,4,369,$$,43.665527,-79.387499
Cabano's Comfort Food,comfortfood,43.66767,-79.38642,262.199076,4.5,80,no data,43.665527,-79.387499
Seoulicious,korean,43.6653499,-79.38502,194.8962181,3.5,76,$$,43.665527,-79.387499
The Oats Kafé,cafes,43.66502,-79.38697,88.12996582,4,44,no data,43.665527,-79.387499
Naan & Kabob,afghani,43.66905,-79.38606,410.2848252,4,147,$$,43.665527,-79.387499
Si Lom Thai Bistro,thai,43.66503,-79.38082,539.2701885,4,200,$$,43.665527,-79.387499
Mr.Tonkatsu,japanese,43.66434,-79.38454,274.2995199,4,81,$$,43.665527,-79.387499
Super Chicken,chicken_wings,43.66537817,-79.38732103,21.88139674,3,9,no data,43.665527,-79.387499
Skylight Rooftop Bar,desserts,43.67089267,-79.3845954,640.7147603,4,14,$$$$,43.665527,-79.387499
Storm Crow Manor,bars,43.66674896,-79.38164312,490.2271965,4,147,$$,43.665527,-79.387499
Potato Noodle Soup of Bai,chinese,43.667939,-79.385662,307.7256817,4.5,4,no data,43.665527,-79.387499
SHINYI Handmade Dumplings,dumplings,43.6678187,-79.385492,298.4858008,4,14,no data,43.665527,-79.387499
8Mile Detroit Style Pizza,pizza,43.66848,-79.38678,330.411436,4.5,57,no data,43.665527,-79.387499
Darvish Restaurant,persian,43.66337,-79.38412,362.3177613,4,118,$$,43.665527,-79.387499
Afuri,ramen,43.66272786,-79.37943784,719.2578321,4,22,no data,43.665527,-79.387499
Som Tum Jinda,thai,43.66019851,-79.3782113,249.5451844,5,8,no data,43.6582,-79.3768
Katsuya,japanese,43.65995,-79.37882,254.4744092,4.5,497,$$,43.6582,-79.3768
Mogouyan Hand-Pulled Noodles,noodles,43.65573,-79.38449,677.1334683,4.5,66,$$,43.6582,-79.3768
KINKA IZAKAYA ORIGINAL,japanese,43.66042407,-79.37890046,299.5178584,4,1814,$$,43.6582,-79.3768
Horangee Sikdang,korean,43.660605,-79.382602,537.9230147,4.5,42,no data,43.6582,-79.3768
Gyukatsu Kyoto Katsugyu,japanese,43.65687,-79.37616,148.7614569,4,156,$$,43.6582,-79.3768
Adobar,filipino,43.65738,-79.37396,237.6328071,5,5,no data,43.6582,-79.3768
Richmond Station,newcanadian,43.6513729,-79.379285,785.021436,4.5,906,$$$,43.6582,-79.3768
The Senator,breakfast_brunch,43.65574,-79.37896,324.6173843,4,492,$$,43.6582,-79.3768
Sinjeon Topokki,korean,43.66115,-79.37869,365.4672222,4.5,8,no data,43.6582,-79.3768
Haidilao Hot Pot,chinese,43.65463298,-79.379839,465.9303581,5,33,no data,43.6582,-79.3768
Hana Don,japanese,43.65572,-79.38454,683.1324417,4.5,16,no data,43.6582,-79.3768
Hokkaido Ramen Santouka,ramen,43.65632173,-79.37749958,216.3036003,4,896,$$,43.6582,-79.3768
The Queen And Beaver Public House,pubs,43.65734,-79.38334,532.5320928,4,414,$$,43.6582,-79.3768
Twilight Cafe,cafes,43.65552,-79.37961,357.5740646,4,9,no data,43.6582,-79.3768
Egg Club,coffee,43.65655,-79.37793,202.2964068,4.5,134,$,43.6582,-79.3768
Gurume Sushi,sushi,43.66139146,-79.38099527,489.725488,5,53,no data,43.6582,-79.3768
Cafe Oro Di Napoli,pizza,43.65142571,-79.3721592,840.7160191,4.5,97,$$,43.6582,-79.3768
Daldongnae Korean BBQ - Dundas Square,korean,43.658244,-79.381345,376.9070802,4.5,11,no data,43.6582,-79.3768
Moon Palace,seafood,43.6561951,-79.38240341,502.8947047,4,60,no data,43.6582,-79.3768
Sanuki Udon,japanese,43.66162,-79.38153,547.952303,4,26,no data,43.6582,-79.3768
Congee Queen,cantonese,43.658302,-79.381986,417.347853,4,48,$$,43.6582,-79.3768
Hendriks Restaurant & Bar,tradamerican,43.653501,-79.380048,584.1988278,4,116,$$$,43.6582,-79.3768
Hair of the Dog,pubs,43.66294682,-79.37959287,573.6474978,4,369,$$,43.6582,-79.3768
Pearl Diver,seafood,43.65163,-79.37375,776.425111,4,629,$$,43.6582,-79.3768
Firefly Burger,burgers,43.65796885,-79.3813635,368.0159084,5,2,no data,43.6582,-79.3768
Vietlicious Toronto,vietnamese,43.65733983,-79.3810403,354.2737723,4.5,5,no data,43.6582,-79.3768
The Rabbit Hole,gastropubs,43.64995,-79.37976,934.9574486,4,36,no data,43.6582,-79.3768
Edomae Kiyomi,sushi,43.66012,-79.37813,248.5943882,4,30,$$$$,43.6582,-79.3768
Page One,cafes,43.657853,-79.376254,58.46424354,4,90,$$,43.6582,-79.3768
Afuri,ramen,43.66272786,-79.37943784,546.3647093,4,22,no data,43.6582,-79.3768
GB Hand-pulled Noodles,chinese,43.65669,-79.38385,581.5057218,4,581,$$,43.6582,-79.3768
Bocconcini Toronto,pizza,43.6603,-79.37748,233.3751735,4.5,24,no data,43.6582,-79.3768
Grillies,mexican,43.65666,-79.37532,208.9923963,4,8,no data,43.6582,-79.3768
Kintaro Izakaya,japanese,43.66417,-79.38006,716.0409222,4,246,$$,43.6582,-79.3768
BOWL,sushi,43.6572,-79.37555,154.8095015,4.5,5,no data,43.6582,-79.3768
Lao Lao Bar,laotian,43.665799,-79.385537,1102.899241,4.5,45,no data,43.6582,-79.3768
Bob's Bulgogi,korean,43.652139,-79.377507,676.3475762,4,89,$,43.6582,-79.3768
Dave's Hot Chicken,halal,43.65730383,-79.38145676,387.6485861,4.5,9,no data,43.6582,-79.3768
The Carbon Bar,bbq,43.653088,-79.374829,587.556587,4,419,$$$,43.6582,-79.3768
George Restaurant,newcanadian,43.65337264,-79.37432933,572.3963641,4.5,298,$$$$,43.6582,-79.3768
Trios Bistro,newcanadian,43.6545725,-79.3830233,642.9269621,4,22,$$,43.6582,-79.3768
Barberian's Steak House,steak,43.6576,-79.38212,436.3569894,4,320,$$$$,43.6582,-79.3768
Trattoria Mercatto,italian,43.65367,-79.38007,541.1808243,3.5,236,$$,43.6582,-79.3768
Chachu's,pakistani,43.6571988,-79.3783432,166.7516548,5,2,no data,43.6582,-79.3768
Kabul Express,halal,43.65682,-79.3764,160.6862433,3.5,85,$,43.6582,-79.3768
Citrus Restaurant and Lounge,bars,43.65646,-79.37376,313.1865453,4,17,$$,43.6582,-79.3768
The Carlton Restaurant,newcanadian,43.6617125,-79.3811043,521.9563919,4.5,7,no data,43.6582,-79.3768
Revelstoke Cafe,breakfast_brunch,43.663534,-79.370609,773.3573443,4.5,6,no data,43.6582,-79.3768
bb.q Chicken,korean,43.65728792,-79.38379124,571.4938174,4,19,$$,43.6582,-79.3768
Papyrus,egyptian,43.67709,-79.35324,672.9164749,5,50,$$,43.671172,-79.354704
Dine & Dim,dimsum,43.6656274,-79.3506883,691.4873943,4.5,28,no data,43.671172,-79.354704
Chiang Mai Thai Kitchen,thai,43.67715518,-79.35294013,680.2538864,4.5,23,no data,43.671172,-79.354704
Sidebar,pizza,43.67627,-79.35676,612.9501146,4,22,no data,43.671172,-79.354704
O’SOMAE,breakfast_brunch,43.6653004,-79.3522633,684.314025,4.5,30,$$,43.671172,-79.354704
Judaline,newcanadian,43.67673585,-79.35742437,656.2173576,5,4,no data,43.671172,-79.354704
Wynona,italian,43.66706,-79.34454,938.9611571,4.5,62,no data,43.671172,-79.354704
Oji Seichi,ramen,43.66509,-79.35265,690.740061,4,38,$$,43.671172,-79.354704
Pantheon Restaurant,greek,43.67744,-79.35129,751.0469009,4,347,$$,43.671172,-79.354704
Factory Girl,pizza,43.67648,-79.3561299,615.3073569,3.5,116,$$,43.671172,-79.354704
Supreme Taste,chinese,43.665172,-79.352155,703.2978199,5,14,no data,43.671172,-79.354704
Stock In Trade,butcher,43.67695,-79.3538,648.5491871,4.5,31,$$,43.671172,-79.354704
El Charro,mexican,43.6771428,-79.3590065,748.6839084,4,88,$,43.671172,-79.354704
Allen's,irish,43.67642143,-79.35731594,620.357717,3,212,$$,43.671172,-79.354704
Farside,bars,43.66585,-79.35182,635.818544,4.5,11,$$,43.671172,-79.354704
Completo,latin,43.6648244,-79.35218672,734.2870775,4.5,15,no data,43.671172,-79.354704
Batifole Restaurant,french,43.66678,-79.34733,768.2831721,4,84,$$$,43.671172,-79.354704
Momo Hut & Gardens,himalayan,43.6773492,-79.3513541,737.8198655,4.5,124,$$,43.671172,-79.354704
Herby Restaurant,persian,43.6774,-79.35147,739.862365,4.5,36,no data,43.671172,-79.354704
RYUS Noodle Bar,ramen,43.6771,-79.35905,747.7928203,4,391,$$,43.671172,-79.354704
Que Ling Restaurant,vietnamese,43.6658199,-79.34941,729.61567,4,94,$,43.671172,-79.354704
Bach Yen,vietnamese,43.66684,-79.34756,757.4340213,4,214,$,43.671172,-79.354704
Lady Marmalade,breakfast_brunch,43.66319,-79.35134,922.8203282,4,634,$$,43.671172,-79.354704
Mi Mi Restaurant,vietnamese,43.66633091,-79.3492289,695.4853745,4,138,$,43.671172,-79.354704
Ramen Buta-Nibo,ramen,43.67821313,-79.34766188,966.3074531,4.5,17,no data,43.671172,-79.354704
Mezes,greek,43.6781397,-79.3502475,853.6566236,4,262,$$,43.671172,-79.354704
Tapas at Embrujo,tapasmallplates,43.67615,-79.3582931,624.2713706,3.5,102,$$$,43.671172,-79.354704
Lamoon Thai Cafe,cafes,43.66628,-79.34804,766.2717616,4.5,13,no data,43.671172,-79.354704
Dumpling House,dimsum,43.6656887,-79.351097,675.219499,3.5,89,$,43.671172,-79.354704
Off The Hook Fishbar,fishnchips,43.6759128,-79.358405,605.382755,3.5,170,$$,43.671172,-79.354704
Pho House,vietnamese,43.66566,-79.35089,689.1561074,4,83,$$,43.671172,-79.354704
The Peoples Caribbean Dutchpot,caribbean,43.67596,-79.35831,609.8817135,3.5,26,$$,43.671172,-79.354704
