Restaurant Name,Category Name,Latitude,Longitude,Distance,Rating,Number of Reviews,Price Point,Bike Station Lat,Bike Station Lon
Mama Lee's Korean Kitchen,korean,43.64325,-79.37636,892.6539561,4,27,no data,43.6451308,-79.3653644
Mavericks Burger,burgers,43.645231,-79.364434,85.49140382,5,2,no data,43.6451308,-79.3653644
Ardo Restaurant,italian,43.65103,-79.36839,701.4915677,4,110,$$$,43.6451308,-79.3653644
Pizzaville,pizza,43.6456508,-79.3647035,78.55725475,5,4,no data,43.6451308,-79.3653644
Don Alfonso 1890,italian,43.6413515,-79.3758977,943.6688083,4,45,$$$$,43.6451308,-79.3653644
Motorino Citta,italian,43.65267486,-79.36630961,842.3009039,4,14,no data,43.6451308,-79.3653644
SeoulChild,korean,43.6535528,-79.366828,948.0191013,5,1,no data,43.6451308,-79.3653644
Montfort,mediterranean,43.6448989,-79.36878887,276.7503572,3.5,3,no data,43.6451308,-79.3653644
Cacao 70,breakfast_brunch,43.6502371,-79.3612935,678.6681613,3.5,212,$$,43.6451308,-79.3653644
Dukes Refresher,tradamerican,43.6485525,-79.3729104,716.5242888,4,12,$$,43.6451308,-79.3653644
Piano Piano,pizza,43.64897516,-79.3746921,863.7186108,4,29,no data,43.6451308,-79.3653644
Miku,japanese,43.6412346,-79.3773697,1058.722733,4,898,$$$$,43.6451308,-79.3653644
Churrasco of St Lawrence,bbq,43.6490099,-79.37184,662.9852124,4,37,$,43.6451308,-79.3653644
Beerbistro,bistros,43.64946713,-79.37716965,1065.237264,4,681,$$,43.6451308,-79.3653644
Cluny Bistro & Boulangerie,french,43.6505879,-79.3578962,853.9781546,3.5,651,$$$,43.6451308,-79.3653644
Bolet's Burrito,mexican,43.65004,-79.36793,577.5428024,4,118,$,43.6451308,-79.3653644
Uncle Tony's,italian,43.6486015,-79.3749695,864.4222231,4,77,$$,43.6451308,-79.3653644
Woods Restaurant & Bar,newcanadian,43.6489963,-79.3750324,888.7485073,4,96,$$$,43.6451308,-79.3653644
Scheffler's Delicatessen,delis,43.64914,-79.37157,635.4395788,4.5,26,$$,43.6451308,-79.3653644
Au Pain Doré,coffee,43.64873176,-79.3725058,700.3563958,4.5,15,no data,43.6451308,-79.3653644
Food 88,vietnamese,43.6516072,-79.36822173,755.9483589,4.5,10,$,43.6451308,-79.3653644
Reyna on King,tapas,43.65346,-79.36226,958.2829455,4,37,no data,43.6451308,-79.3653644
NBA Courtside Restaurant,cocktailbars,43.64197,-79.37359,747.5737357,3,13,no data,43.6451308,-79.3653644
Market Street Catch,seafood,43.648537,-79.3719269,649.8204846,3.5,157,$$,43.6451308,-79.3653644
Pi Co,pizza,43.64541556,-79.36863542,265.0952791,3.5,5,no data,43.6451308,-79.3653644
Moegi Sushi,japanese,43.6495978,-79.3655404,496.9090113,4,7,no data,43.6451308,-79.3653644
El Catrin Destileria,mexican,43.65052,-79.35883,801.4001582,3.5,1033,$$$,43.6451308,-79.3653644
Laylak Lebanese Cuisine,lebanese,43.65070215,-79.3761808,1068.263693,4.5,10,no data,43.6451308,-79.3653644
La Prep,breakfast_brunch,43.64365,-79.36633,192.7809354,2,11,$$,43.6451308,-79.3653644
Carisma,italian,43.65032,-79.37596,1025.299938,4,200,$$$,43.6451308,-79.3653644
FuZen,sushi,43.65025526,-79.369408,656.1550365,3.5,97,$$,43.6451308,-79.3653644
The Corner Place,newcanadian,43.6497699,-79.3713,701.0905984,3.5,122,$$,43.6451308,-79.3653644
Berkeley Cafe,cafes,43.65000718,-79.36383431,556.0284795,0,0,no data,43.6451308,-79.3653644
Pure Spirits,seafood,43.650404,-79.358722,793.3754865,3,285,$$$,43.6451308,-79.3653644
Martin's Kitchen,thai,43.64851269,-79.37001776,530.6599768,4.5,2,no data,43.6451308,-79.3653644
Le Petit Déjeuner,breakfast_brunch,43.65061,-79.37023,730.7644236,3.5,387,$$,43.6451308,-79.3653644
Alexandros,greek,43.64147,-79.37522,890.4069838,3.5,146,$,43.6451308,-79.3653644
Bob's Bulgogi,korean,43.652139,-79.377507,1249.705404,4,89,$,43.6451308,-79.3653644
Ueno,sushi,43.65264,-79.36849,882.3182037,4.5,20,$$,43.6451308,-79.3653644
Fusaro's,italian,43.65341,-79.36956,981.651691,4,92,$$,43.6451308,-79.3653644
George Restaurant,newcanadian,43.65337264,-79.37432933,1166.257314,4.5,298,$$$$,43.6451308,-79.3653644
Madrina Bar y Tapas,tapas,43.64971834,-79.35967868,389.4472505,4,148,$$,43.6482995,-79.3552533
Gusto 501,italian,43.65464,-79.3595,790.0229949,4,65,no data,43.6482995,-79.3552533
Cluny Bistro & Boulangerie,french,43.6505879,-79.3578962,331.6107926,3.5,651,$$$,43.6482995,-79.3552533
El Catrin Destileria,mexican,43.65052,-79.35883,360.0597893,3.5,1033,$$$,43.6482995,-79.3552533
Keating Channel Pub & Grill,pubs,43.64763,-79.35337,162.6754273,4,45,$$,43.6482995,-79.3552533
Cherry Street BBQ,bbq,43.6456,-79.35229,382.9948818,4,201,$$,43.6482995,-79.3552533
Souk Tabule,mideastern,43.653832,-79.354442,618.6384693,4.5,124,$$,43.6482995,-79.3552533
Mill Street Beer Hall,gastropubs,43.65044245,-79.35844275,350.1886302,3,183,$$,43.6482995,-79.3552533
Reyna on King,tapas,43.65346,-79.36226,802.3045251,4,37,no data,43.6482995,-79.3552533
Vivo Pizza + Pasta,italian,43.6529681,-79.3571637,574.4726122,4.5,3,no data,43.6482995,-79.3552533
Old Town Bodega,cafes,43.6542,-79.36099,801.5278721,5,9,no data,43.6482995,-79.3552533
Cacao 70,breakfast_brunch,43.6502371,-79.3612935,481.4904987,3.5,212,$$,43.6482995,-79.3552533
Pure Spirits,seafood,43.650404,-79.358722,364.2098434,3,285,$$$,43.6482995,-79.3552533
SeoulChild,korean,43.6535528,-79.366828,1104.936221,5,1,no data,43.6482995,-79.3552533
District Pizza,pizza,43.65005814,-79.3601677,441.1177943,4,9,no data,43.6482995,-79.3552533
Archeo,italian,43.65067992,-79.35954048,434.7903718,3,80,$$,43.6482995,-79.3552533
Henrietta Lane,cafes,43.654067,-79.361242,803.5712343,4.5,13,no data,43.6482995,-79.3552533
BOKU,ramen,43.65006,-79.36022,442.8132856,3.5,76,$$,43.6482995,-79.3552533
Motorino Citta,italian,43.65267486,-79.36630961,1013.904586,4,14,no data,43.6482995,-79.3552533
Mr J's Deli On The Beach,foodtrucks,43.6456,-79.35229,382.9948818,2,8,no data,43.6482995,-79.3552533
Sukhothai,thai,43.6537352,-79.35448228,607.5969839,3,43,no data,43.6482995,-79.3552533
Cluck Clucks,chickenshop,43.64976871,-79.3660897,887.0537,4.5,291,$$,43.6482995,-79.3552533
Ladybug Wine Bar,wine_bars,43.65659297,-79.35710929,934.2013388,5,2,no data,43.6482995,-79.3552533
Impact Kitchen,gluten_free,43.65620998,-79.35700121,890.7749508,3.5,147,$$,43.6482995,-79.3552533
The Bullger Burger&Steak,burgers,43.65587,-79.36433,1106.525222,4.5,8,no data,43.6482995,-79.3552533
Irene,cocktailbars,43.643544,-79.366401,1039.819411,5,1,no data,43.6482995,-79.3552533
King Solomon and Queen of Sheba,ethiopian,43.65580582,-79.36393652,1088.444647,4.5,24,$$,43.6482995,-79.3552533
Panzerotto & Pizza 2 For 1,pizza,43.64109,-79.35466,838.5058623,0,0,no data,43.6482995,-79.3552533
Kings' Deli Cafe,delis,43.65383,-79.36054,751.9742093,3.5,7,$,43.6482995,-79.3552533
NForno,pizza,43.644835,-79.3640087,802.9264463,3.5,3,no data,43.6482995,-79.3552533
Mengrai Thai,thai,43.6541,-79.366917,1138.69195,4,301,$$,43.6482995,-79.3552533
Shawarma House,afghani,43.64974,-79.36561,823.8082735,3.5,12,$$,43.6482995,-79.3552533
Mavericks Burger,burgers,43.645231,-79.364434,805.2980633,5,2,no data,43.6482995,-79.3552533
Afghano Restaurant,afghani,43.65571525,-79.3646373,1118.013955,5,1,no data,43.6482995,-79.3552533
Moegi Sushi,japanese,43.6495978,-79.3655404,840.1813576,4,7,no data,43.6482995,-79.3552533
Ackee Tree Dynamite Jamaican Jerk,caribbean,43.65603,-79.36367,1085.940773,3.5,10,no data,43.6482995,-79.3552533
Captain Cookes Fish and Chips,seafood,43.6567999,-79.3647,1213.017754,4.5,11,$,43.6482995,-79.3552533
St. Lawrence Cafe,coffee,43.6498599,-79.3643699,765.7768033,3.5,10,$,43.6482995,-79.3552533
Banknote Bar,tradamerican,43.65260858,-79.36608364,994.4197231,3,17,$,43.6482995,-79.3552533
Figs Breakfast & Lunch,breakfast_brunch,43.6558148,-79.36471336,1130.314149,3.5,144,$$,43.6482995,-79.3552533
BarBurrito,mexican,43.6534944,-79.3555588,578.1685821,1,1,no data,43.6482995,-79.3552533
Berkeley Cafe,cafes,43.65000718,-79.36383431,716.0502152,0,0,no data,43.6482995,-79.3552533
The Bhais Shawarma & Grill,mideastern,43.64974,-79.36561,823.8082735,0,0,no data,43.6482995,-79.3552533
Fusilli Restaurant,italian,43.6571,-79.35712,990.0989989,3.5,23,$$,43.6482995,-79.3552533
Chachu's,indpak,43.65572,-79.36417,1116.645154,3.5,2,no data,43.6482995,-79.3552533
Rooster Coffee House,coffee,43.6517878,-79.3654866,910.1338829,4.5,111,$,43.6482995,-79.3552533
Mos Mos Coffee,cafes,43.654142,-79.3644767,986.2687479,4.5,2,no data,43.6482995,-79.3552533
Pizzaville,pizza,43.6456508,-79.3647035,815.421756,5,4,no data,43.6482995,-79.3552533
Migente Cocina,colombian,43.6558094,-79.36410722,1097.612077,5,2,no data,43.6482995,-79.3552533
Pumpernickel's,sandwiches,43.65163,-79.36521,870.8859752,3,5,no data,43.6482995,-79.3552533
Hana Don,japanese,43.65572,-79.38454,269.7667377,4.5,16,no data,43.656373,-79.3878104
Mogouyan Hand-Pulled Noodles,noodles,43.65573,-79.38449,279.1619251,4.5,66,$$,43.656373,-79.3878104
Katsuya,japanese,43.65995,-79.37882,829.8913828,4.5,497,$$,43.656373,-79.3878104
Pai Northern Thai Kitchen,thai,43.64784,-79.38872,948.547126,4.5,3475,$$,43.656373,-79.3878104
Gyubee Japanese Grill - Dundas,japanese,43.6551427,-79.3857634,207.7921064,4.5,210,$$$,43.656373,-79.3878104
Dzo Viet Eatery,vietnamese,43.65445,-79.39178,385.1903719,4,150,$$,43.656373,-79.3878104
Horangee Sikdang,korean,43.660605,-79.382602,630.0779029,4.5,42,no data,43.656373,-79.3878104
Soya Mandarin Kitchen,chinese,43.65588,-79.39329,443.8784661,4,38,no data,43.656373,-79.3878104
The Queen And Beaver Public House,pubs,43.65734,-79.38334,377.504326,4,414,$$,43.656373,-79.3878104
Manpuku Japanese Eatery,japanese,43.65406,-79.39101,389.4309942,4,517,$,43.656373,-79.3878104
Yuugi Izakaya,japanese,43.65574,-79.39382,490.81756,4.5,83,no data,43.656373,-79.3878104
Richmond Station,newcanadian,43.6513729,-79.379285,882.926096,4.5,906,$$$,43.656373,-79.3878104
The Senator,breakfast_brunch,43.65574,-79.37896,712.8091859,4,492,$$,43.656373,-79.3878104
Som Tum Jinda,thai,43.66019851,-79.3782113,881.6199087,5,8,no data,43.656373,-79.3878104
Moon Palace,seafood,43.6561951,-79.38240341,435.435184,4,60,no data,43.656373,-79.3878104
Holy Cow Japanese Steakhouse,steak,43.64993,-79.39145,761.1789689,4.5,158,$$$,43.656373,-79.3878104
Mom's Pan-Fried Buns,chinese,43.65532939,-79.38661928,150.4941567,4,18,no data,43.656373,-79.3878104
KINKA IZAKAYA ORIGINAL,japanese,43.66042407,-79.37890046,846.5630861,4,1814,$$,43.656373,-79.3878104
Omai Restaurant,japanese,43.6561,-79.39234,390.9076539,4,126,$$,43.656373,-79.3878104
Dear Saigon,vietnamese,43.65873314,-79.39439,590.7967266,4,18,no data,43.656373,-79.3878104
GB Hand-pulled Noodles,chinese,43.65669,-79.38385,331.6620562,4,581,$$,43.656373,-79.3878104
Sansotei Ramen,ramen,43.655,-79.38643,186.9503788,4,941,$$,43.656373,-79.3878104
Brown Donkatsu,korean,43.65561316,-79.3848772,250.6432518,4.5,20,no data,43.656373,-79.3878104
Ikkousha Ramen,ramen,43.65024,-79.38873,685.4294078,4.5,308,$$,43.656373,-79.3878104
The Rabbit Hole,gastropubs,43.64995,-79.37976,960.9682711,4,36,no data,43.656373,-79.3878104
Congee Queen,cantonese,43.658302,-79.381986,515.3195979,4,48,$$,43.656373,-79.3878104
Hendriks Restaurant & Bar,tradamerican,43.653501,-79.380048,701.4076243,4,116,$$$,43.656373,-79.3878104
Wah Too Seafood Restaurant,seafood,43.6547399,-79.3872,187.7035049,4,34,$$,43.656373,-79.3878104
Yeondon Ball Katsu,korean,43.65477555,-79.3874906,179.4814149,4,7,no data,43.656373,-79.3878104
Artisan Plus,noodles,43.65578,-79.38444,284.1112811,4,59,$$,43.656373,-79.3878104
Grandma Loves You,hotdog,43.65030223,-79.3839517,743.001451,4.5,11,no data,43.656373,-79.3878104
Trios Bistro,newcanadian,43.6545725,-79.3830233,434.0520212,4,22,$$,43.656373,-79.3878104
Chefs Hall,food_court,43.6503522,-79.3837951,743.3449076,4,320,$$,43.656373,-79.3878104
Pasta Pronta,italian,43.65632129,-79.3881743,29.83485459,4,8,no data,43.656373,-79.3878104
Aloette,french,43.64855831,-79.395963,1088.712406,4.5,304,$$$,43.656373,-79.3878104
Japango,sushi,43.6551,-79.38524,249.0117892,3.5,713,$$,43.656373,-79.3878104
Byblos,mediterranean,43.647546,-79.388123,981.8386955,4.5,905,$$$$,43.656373,-79.3878104
Daldongnae Korean BBQ - Dundas Square,korean,43.658244,-79.381345,548.1280194,4.5,11,no data,43.656373,-79.3878104
Liko's Hawaiian BBQ,foodtrucks,43.6516,-79.38331,519.3858414,4,4,no data,43.656373,-79.3878104
Yubu,sushi,43.65867999,-79.39508367,638.8769102,4,9,no data,43.656373,-79.3878104
Hong Kong Bistro Cafe,chinese,43.65348,-79.39686,797.578483,4,119,$,43.656373,-79.3878104
Slurp Noodle,chinese,43.65497865,-79.38675843,176.6385288,4.5,2,no data,43.656373,-79.3878104
Butter & Blue,cafes,43.65617849,-79.39262932,388.2789166,4.5,11,no data,43.656373,-79.3878104
Vietlicious Toronto,vietnamese,43.65733983,-79.3810403,555.1502853,4.5,5,no data,43.656373,-79.3878104
Haidilao Hot Pot,chinese,43.65463298,-79.379839,669.848937,5,33,no data,43.656373,-79.3878104
Sanuki Udon,japanese,43.66162,-79.38153,765.3801584,4,26,no data,43.656373,-79.3878104
Smoque N' Bones,bbq,43.65611292,-79.39374324,478.1653464,4,5,no data,43.656373,-79.3878104
Firefly Burger,burgers,43.65796885,-79.3813635,548.1545555,5,2,no data,43.656373,-79.3878104
Helena's Magic Kitchen,tradamerican,43.65355,-79.39014,370.5811668,4.5,32,$,43.656373,-79.3878104
bb.q Chicken,korean,43.65728792,-79.38379124,338.9611274,4,19,$$,43.656373,-79.3878104
Mogouyan Hand-Pulled Noodles,noodles,43.65573,-79.38449,280.756728,4.5,66,$$,43.657838,-79.38631
Hana Don,japanese,43.65572,-79.38454,272.5641304,4.5,16,no data,43.657838,-79.38631
Katsuya,japanese,43.65995,-79.37882,650.9046352,4.5,497,$$,43.657838,-79.38631
Horangee Sikdang,korean,43.660605,-79.382602,428.5337225,4.5,42,no data,43.657838,-79.38631
Som Tum Jinda,thai,43.66019851,-79.3782113,702.3867086,5,8,no data,43.657838,-79.38631
The Queen And Beaver Public House,pubs,43.65734,-79.38334,247.4986989,4,414,$$,43.657838,-79.38631
Moon Palace,seafood,43.6561951,-79.38240341,363.5139199,4,60,no data,43.657838,-79.38631
KINKA IZAKAYA ORIGINAL,japanese,43.66042407,-79.37890046,661.7981088,4,1814,$$,43.657838,-79.38631
Gyubee Japanese Grill - Dundas,japanese,43.6551427,-79.3857634,297.9127408,4.5,210,$$$,43.657838,-79.38631
GB Hand-pulled Noodles,chinese,43.65669,-79.38385,247.2456714,4,581,$$,43.657838,-79.38631
The Senator,breakfast_brunch,43.65574,-79.37896,632.8803709,4,492,$$,43.657838,-79.38631
Congee Queen,cantonese,43.658302,-79.381986,351.6556981,4,48,$$,43.657838,-79.38631
Dzo Viet Eatery,vietnamese,43.65445,-79.39178,580.3199468,4,150,$$,43.657838,-79.38631
Manpuku Japanese Eatery,japanese,43.65406,-79.39101,592.0151037,4,517,$,43.657838,-79.38631
Gurume Sushi,sushi,43.66139146,-79.38099527,582.1643522,5,53,no data,43.657838,-79.38631
Richmond Station,newcanadian,43.6513729,-79.379285,914.4461756,4.5,906,$$$,43.657838,-79.38631
Daldongnae Korean BBQ - Dundas Square,korean,43.658244,-79.381345,390.2832508,4.5,11,no data,43.657838,-79.38631
Soya Mandarin Kitchen,chinese,43.65588,-79.39329,602.6386452,4,38,no data,43.657838,-79.38631
Lao Lao Bar,laotian,43.665799,-79.385537,882.1970361,4.5,45,no data,43.657838,-79.38631
Yuugi Izakaya,japanese,43.65574,-79.39382,648.5721883,4.5,83,no data,43.657838,-79.38631
Sanuki Udon,japanese,43.66162,-79.38153,563.1693765,4,26,no data,43.657838,-79.38631
Mom's Pan-Fried Buns,chinese,43.65532939,-79.38661928,280.0515528,4,18,no data,43.657838,-79.38631
Dear Saigon,vietnamese,43.65873314,-79.39439,657.5811411,4,18,no data,43.657838,-79.38631
Brown Donkatsu,korean,43.65561316,-79.3848772,272.9253449,4.5,20,no data,43.657838,-79.38631
Omai Restaurant,japanese,43.6561,-79.39234,546.4042958,4,126,$$,43.657838,-79.38631
Sinjeon Topokki,korean,43.66115,-79.37869,711.2323648,4.5,8,no data,43.657838,-79.38631
Hendriks Restaurant & Bar,tradamerican,43.653501,-79.380048,697.3926675,4,116,$$$,43.657838,-79.38631
Firefly Burger,burgers,43.65796885,-79.3813635,398.1948006,5,2,no data,43.657838,-79.38631
bb.q Chicken,korean,43.65728792,-79.38379124,211.6576273,4,19,$$,43.657838,-79.38631
Artisan Plus,noodles,43.65578,-79.38444,283.4528127,4,59,$$,43.657838,-79.38631
Vietlicious Toronto,vietnamese,43.65733983,-79.3810403,427.5356655,4.5,5,no data,43.657838,-79.38631
Sansotei Ramen,ramen,43.655,-79.38643,315.3848341,4,941,$$,43.657838,-79.38631
Konjiki Ramen Downtown,ramen,43.65729,-79.38358,223.2399756,4,115,$$,43.657838,-79.38631
The Rabbit Hole,gastropubs,43.64995,-79.37976,1017.537995,4,36,no data,43.657838,-79.38631
Deer Garden Signatures,chinese,43.66024303,-79.38589945,269.4589489,3.5,17,no data,43.657838,-79.38631
Trios Bistro,newcanadian,43.6545725,-79.3830233,449.1767908,4,22,$$,43.657838,-79.38631
BOM Bibimbap,korean,43.65850875,-79.38521717,115.289285,5,7,no data,43.657838,-79.38631
Pizza Saint Tropez,pizza,43.6584992,-79.3853842,104.6533803,4.5,8,no data,43.657838,-79.38631
KaKa All You Can Eat,japanese,43.6578757,-79.3843752,155.7046657,3.5,268,$$$,43.657838,-79.38631
Holy Cow Japanese Steakhouse,steak,43.64993,-79.39145,959.1981503,4.5,158,$$$,43.657838,-79.38631
Mabu Generation,taiwanese,43.66509562,-79.38482992,815.7452057,4,54,$$,43.657838,-79.38631
Liko's Hawaiian BBQ,foodtrucks,43.6516,-79.38331,586.7119243,4,4,no data,43.657838,-79.38631
Shitamachi Tendon Akimitsu,japanese,43.65729,-79.38358,223.2399756,3.5,68,$$,43.657838,-79.38631
Gyukatsu Kyoto Katsugyu,japanese,43.65687,-79.37616,817.0771421,4,156,$$,43.657838,-79.38631
Donatello Restaurant,italian,43.657425,-79.383474,232.7236587,4,186,$$$,43.657838,-79.38631
Haidilao Hot Pot,chinese,43.65463298,-79.379839,630.8851145,5,33,no data,43.657838,-79.38631
Yubu,sushi,43.65867999,-79.39508367,711.9907267,4,9,no data,43.657838,-79.38631
Egg Club Wellesley,breakfast_brunch,43.6642,-79.38389,724.0000355,4.5,39,$,43.657838,-79.38631
Adega Restaurante,portuguese,43.65732,-79.38323,254.6696155,4,161,$$$,43.657838,-79.38631
Dave's Hot Chicken,halal,43.65730383,-79.38145676,394.9210058,4.5,9,no data,43.657838,-79.38631
Azumi Sushi,japanese,43.77989919,-79.13850276,569.1777003,4,43,$$,43.778015,-79.131911
Mr Beans Coffee Company,cafes,43.77962069,-79.13793192,515.3059461,3.5,26,$,43.778015,-79.131911
Pizza Pizza,pizza,43.7797692,-79.13732313,476.2837849,2,2,no data,43.778015,-79.131911
Dirty Food Eatery,breakfast_brunch,43.66565,-79.47188,732.6262284,4.5,139,$$,43.672079,-79.470171
The Hole In the Wall,pubs,43.66518,-79.46515,855.9197001,4.5,173,$$,43.672079,-79.470171
When The Pig Came Home,delicatessen,43.6657595,-79.4648277,823.7017659,4.5,73,$$,43.672079,-79.470171
Nodo - Junction,italian,43.665251,-79.465596,838.6981472,4,205,$$,43.672079,-79.470171
Pho 90,vietnamese,43.67418848,-79.46971397,237.4262617,4,43,$$,43.672079,-79.470171
Luna Junction,portuguese,43.6656,-79.46276,934.1724227,4.5,40,no data,43.672079,-79.470171
Chipotle Mexican Grill,mexican,43.6725866,-79.468494,71.97991204,3.5,23,$$,43.672079,-79.470171
Tumi Dumpling House,dumplings,43.66563,-79.46631,781.8140303,4.5,20,no data,43.672079,-79.470171
Isaan Der,thai,43.6652858,-79.4679385,776.4181548,4,116,$$,43.672079,-79.470171
Carmelitas Restaurant,mexican,43.6657,-79.46888,730.2087837,4,14,no data,43.672079,-79.470171
Honest Weight,seafood,43.66533359,-79.46148555,1024.991544,4.5,137,$$,43.672079,-79.470171
Kanto by Tita Flips,filipino,43.66580624,-79.46904827,703.3191729,4.5,12,$$,43.672079,-79.470171
Decó,wine_bars,43.6655234,-79.46396091,883.6610887,4.5,16,no data,43.672079,-79.470171
My Roti Place,indpak,43.67392015,-79.46958787,210.0294278,3.5,5,no data,43.672079,-79.470171
Playa Cabana Cantina,mexican,43.66522,-79.46552,841.7374338,3.5,301,$$,43.672079,-79.470171
Philthy Philly's,cheesesteaks,43.67399005,-79.46982988,214.2622964,3.5,25,$$,43.672079,-79.470171
Shoeless Joe's Sports Grill - Stockyards,sportsbars,43.67221,-79.47062,100.3347702,2.5,52,$$,43.672079,-79.470171
Sunset Grill,breakfast_brunch,43.67429,-79.47061,184.0507824,3.5,26,$$,43.672079,-79.470171
Fuoco Mio Panini,foodtrucks,43.67268,-79.4783,712.2730113,5,2,no data,43.672079,-79.470171
Indie Ale House,breweries,43.66544138,-79.46523821,837.9497573,4,255,$$,43.672079,-79.470171
The Alpine,newcanadian,43.66562,-79.4652,828.8542047,4,38,no data,43.672079,-79.470171
Churrasqueira Martins,portuguese,43.680761,-79.473499,1001.80705,3.5,77,$$,43.672079,-79.470171
Venga Cucina,pizza,43.6656739,-79.4724121,734.8801833,4,9,no data,43.672079,-79.470171
Coast Cafe Bar,italian,43.66522,-79.47411,826.6488607,4.5,10,no data,43.672079,-79.470171
Tam Vietnamese Street Food & Cafe,vietnamese,43.66521786,-79.46427729,898.2035459,4.5,13,no data,43.672079,-79.470171
Halibut House Fish & Chips,fishnchips,43.67089,-79.47306,268.9367611,3,20,$$,43.672079,-79.470171
SunRise Caribean Restaurant,caribbean,43.673725,-79.470423,184.1453883,4.5,2,no data,43.672079,-79.470171
Keko Shawarma,mideastern,43.665676,-79.474154,780.9276516,4.5,3,no data,43.672079,-79.470171
Firehouse Subs,sandwiches,43.67239478,-79.46937713,72.86722529,4.5,12,no data,43.672079,-79.470171
Curry Twist Restaurant,indpak,43.66569,-79.47053,712.6619733,4,113,$$,43.672079,-79.470171
Leela Indian Food Bar,indpak,43.66568643,-79.47376393,767.3188275,4,105,$$,43.672079,-79.470171
Taste Seduction,caribbean,43.66612,-79.46444,804.3855429,4.5,39,$$,43.672079,-79.470171
Five Guys,burgers,43.6738886,-79.46961259,206.1692868,3,25,$$,43.672079,-79.470171
Chica's Nashville Hot Chicken,chickenshop,43.66518,-79.46423,903.009324,4.5,126,$$,43.672079,-79.470171
Qinthai Cuisine,chinese,43.67853347,-79.47311568,755.7660199,4.5,12,no data,43.672079,-79.470171
UB Social Cafe & General Store,cafes,43.66526,-79.46965,753.4789408,4,19,$,43.672079,-79.470171
McDonald's,hotdogs,43.672212,-79.467928,181.0041186,1,29,$$,43.672079,-79.470171
Baguette & Co,vietnamese,43.6654122,-79.4614958,1018.047592,4.5,45,$,43.672079,-79.470171
Burattino Brick Oven Pizza,pizza,43.66525571,-79.4730838,794.0632452,3.5,30,$$,43.672079,-79.470171
Huong Viet,vietnamese,43.6743,-79.4606699,799.247778,4.5,14,$,43.672079,-79.470171
Banh Cuon To Thanh,vietnamese,43.67416,-79.46132,746.6486189,4,5,no data,43.672079,-79.470171
Panda Express,chinese,43.67451,-79.47068,220.6418385,2.5,33,$$,43.672079,-79.470171
Falafel O’Clock,falafel,43.67061,-79.46631,351.4547189,0,0,no data,43.672079,-79.470171
Torino Express,halal,43.67061,-79.46631,351.4547189,5,1,no data,43.672079,-79.470171
El Rancherito,colombian,43.6748467,-79.4578909,1034.474792,3.5,18,$,43.672079,-79.470171
Rois Cream,cafes,43.6658604,-79.46485752,812.8875849,5,8,no data,43.672079,-79.470171
SushiHub,sushi,43.6705167,-79.46661299,334.7681096,0,0,no data,43.672079,-79.470171
Bairrada Churrasqueira Grill,portuguese,43.66996,-79.47807,680.4791808,3.5,24,$$,43.672079,-79.470171
Swiss Chalet,hotdogs,43.67143936,-79.46744644,230.384352,3.5,29,$$,43.672079,-79.470171
Jumbo Burger,hotdog,43.66623,-79.48219,1174.907725,4,58,$,43.672079,-79.470171
Pho Challenge,vietnamese,43.68866924,-79.3484129,221.8273795,3.5,35,$,43.690237,-79.350119
Gianni's,italian,43.68381177,-79.34650518,771.2828498,4.5,3,no data,43.690237,-79.350119
Hanamaru,grocery,43.6842559,-79.3471575,706.9624351,4.5,22,no data,43.690237,-79.350119
Ritz Restaurant,filipino,43.69187,-79.34219,644.9111512,4,38,$,43.690237,-79.350119
Cafe Serano,cafes,43.69029914,-79.34882194,104.5166481,4,16,no data,43.690237,-79.350119
The Greek Grill,greek,43.69357,-79.3501,370.7293679,4,86,$$,43.690237,-79.350119
Shawarma Frenzy,mideastern,43.688014,-79.348322,286.3172054,4.5,49,$,43.690237,-79.350119
La Grotta Pizzeria,pizza,43.68688,-79.3474899,428.0631744,3.5,27,$$,43.690237,-79.350119
C Market,delis,43.6886,-79.34876,212.1571769,4.5,3,no data,43.690237,-79.350119
Pape Village,greek,43.6867,-79.34808,425.5741548,4.5,24,no data,43.690237,-79.350119
Phyllo Cafe,cafes,43.68928237,-79.34890945,143.9650193,3.5,8,$$$,43.690237,-79.350119
Steady's Jamaican Home Cooking,caribbean,43.6839915,-79.3467715,744.8045829,4.5,24,$,43.690237,-79.350119
California Restaurant,mediterranean,43.68585,-79.34772,526.035211,5,1,no data,43.690237,-79.350119
George's BBQ Chicken,bbq,43.68982,-79.34918,90.07290504,2.5,30,$$,43.690237,-79.350119
Waffle Room,waffles,43.68460582,-79.3465776,687.8649011,5,2,no data,43.690237,-79.350119
Brother's Pizza and Wings,pizza,43.68786,-79.34849,296.2574387,4,11,$,43.690237,-79.350119
Golden Pizza,pizza,43.6896,-79.35462,373.2379384,3.5,34,$$,43.690237,-79.350119
kings drive in,hotdogs,43.68547,-79.3469,591.5482178,3.5,35,no data,43.690237,-79.350119
East York Restaurant,newcanadian,43.689,-79.34846,201.9507674,3,7,$,43.690237,-79.350119
Captain John Donlands Fish and Chips,seafood,43.69327,-79.34221,710.9706096,4,21,no data,43.690237,-79.350119
Donlands Garden Chinese Restaurant,chinese,43.69324,-79.3427899,674.3528861,4,18,$$,43.690237,-79.350119
The Donlands Diner,breakfast_brunch,43.69439,-79.34265,759.1561737,3.5,45,$,43.690237,-79.350119
